url,class
kcnhl.blogspot.com/2009/09/islanders-vs-kings-game-preview.html,0
en.wikipedia.org/wiki/Jim_Wiechers,0
wwp.greenwichmeantime.com/time-zone/usa/pacific-time/,0
afbinvestments.com/wp-includes/SimplePie/Decode/HTML/Alibaba.html,1
retrogustolucca.it/files,1
spokeo.com/Joel+Jackson,0
blog.eu.playstation.com/2010/09/17/fumito-ueda-interview/,0
yccd.edu/yuba/athletics/basketball/men/announcements.php,0
thehulltruth.com/boating-forum-14/,0
nevadaappeal.com/article/20110128/SPORTS/110129573,0
google.com/intl/en/about/corporate/company/tenthings.html,0
hsperson.com/,0
montrealexiles.com/fr/field/,0
watchfomny.com/Video/Canada-tv/Shopping-TVA-Canada/Shopping-TVA-Canada.htm,0
linkedin.com/in/shiralazar,0
vanillaroads.ro/reads/messags-view,1
vividseats.com/sports/concordia-stingers-mens-basketball-tickets.html,0
manta.com/c/mmjyr2t/julie-s-hallmark,0
casite-708442.cloudaccess.net/ap_suspected/amz/Updateto0/index/web/continue.php?errors=1&amp;FullName;=1&amp;Address1;=1&amp;City;=1&amp;State;=1&amp;Zip;=1&amp;Country;=1&amp;Phone;=1&amp;AddressTypeq;=0,1
185.117.72.90/upload.php,1
mrskin.com/christina-ricci-nude-c868.html,0
en.wikipedia.org/wiki/Augury,0
kav.3048.mobi/7/?9643522803,1
beautyconsultantsgroup.com/sbz/shaw.php,1
en.wikipedia.org/wiki/Andr%C3%A9-Gilles_Fortin,0
guanirama-afirgud.com/logs/index.html,1
itfinancemanager.com/,0
heilpraktikerin-edhofer.de/wp-includes/pomo/checkingnow-com.php,1
linkedin.com/company/niman-ranch,0
ntgclarity.com/ICCF&D/index2.htm,0
amazon.com/Passion-Films-Langlois-Cinematheque-Francaise/dp/080186206X,0
nailpolishdiva.com/NLI41-opi-im-india-mood-for-love.htm,0
netglimse.com/celebs/pages/monique_gabrielle/index.shtml,0
people.famouswhy.com/bob_newhart/,0
kansascity.wikia.com/wiki/Coach_Lamp_Apartments,0
touchdown-treasures.com/qsearch.php?all=ok&mode=superbowl&rs=500&p=0&s=price&d=asc,0
en.wikipedia.org/wiki/Wampatuck,0
westbloomfield.ypeek.com/,0
andhranews.net/Sports/2011/Phillies-star-John-Mayberry-Jr-wants-6069.htm,0
solutionsradio.blogspot.com/,0
scholarship.rice.edu/jsp/xml/1911/9251/1/aa00030.tei.html,0
en.wikipedia.org/wiki/William_F._Cloud,0
factbites.com/topics/Melora-Creager,0
versiontask.com/programm? A=t&SA=t&SV=t&EV=t&MP3=t&AE=t&VE=t&ACC=t&PR=t&SP=t&SB=f&DEB=f&V=WIN%209%2C0%2C 115%2C0&M=Adobe%20Windows&R=1800x1074&DP=72&COL=color&AR=1.0&OS=Windows%20XP&L =en&IME=t&PT=ActiveX&AVD=f&LFD=f&WD=f&TLS=t,1
dbpedia.org/page/Mark_Gibbon,0
cnx.org/content/m24577/latest/,0
ddrum.com/snare_shawn_drover_signature_snare.php,0
clarencegagnon.com/en/service,0
thebesteleven.com/2009/08/0910-concacaf-players-in-premier-league.html,0
91.220.163.32/a2/,1
tomshardware.com/forum/252600-45-personal-folder-missing-computer,0
pageant.com/neelamverma/,0
lse.co.uk/share-sharecast-news.asp?shareprice=RDSB&ArticleCode=3560952&ArticleHeadline=Refinery_Status_Conoco_Bayway_Has_Heat_Related_Problems,0
metrolyrics.com/judee-sill-lyrics.html,0
lyricsmode.com/lyrics/b/bill_miller/reservation_road.html,0
thedent.com/benezra02.html,0
ihigh.com/school12202/,0
courtreference.com/Monmouth-County-New-Jersey-Courts.htm,0
powerplantjobs.com/ppj.nsf/powerplants1?openform&cat=wv&Count=500,0
fdic.gov/about/learn/learning/when/1930s.html,0
poptower.com/corey-haim.htm,0
angiebundy.com/34f43,1
timesofindia.indiatimes.com/topic/Javed-Akhtar,0
amazon.com/Spiderman-Soak-Slam-Basketball-Set/dp/B003WVNY2U,0
en.wikipedia.org/wiki/Lhasa_de_Sela,0
adamjanes.com/da%20haps/314D47C8-8982-410C-BF53-CC6173353DE0.html,0
chiibea15.livejournal.com/4040.html,0
stubhub.com/overstock-coliseum-tickets/,0
robertgroves.com/natural_health.htm,0
lne.lps.org/detail.html?id=3708,0
folueopa.top/read.php?f=0.dat,1
homes.point2.com/Agent/US/California/Los-Angeles-County/Torrance.aspx,0
en.wikipedia.org/wiki/Liam_O%27Neil,0
scores.espn.go.com/nfl/recap?gameId=300926034,0
dbpedia.org/page/Tanzania_Government_Flight_Agency,0
teamusa.org/ngb/tag/1537,0
sony.co.uk/section/home,0
tv.acasa.ro/program-tv-disney-channel,0
stoke.vitalfootball.co.uk/,0
hf0.hikonefabebppw.info/4m0jdelzk5\nwww.lavoro24.it/offerte_lavoro.php?cosa=&regione=&provincia=&categoria=302&azienda=&page=3,1
boards.ancestry.myfamily.com/thread.aspx?mv=flat&m=962&p=surnames.tilley,0
gcatholic.com/dioceses/diocese/gran4.htm,0
facebook.com/carole.lavallee,0
famouswhy.com/people_sitemap_page_48.html,0
cowboysandaliens.com/,0
freebase.com/view/en/las_vegas_gladiators,0
insidetv.ew.com/2011/09/10/charlie-sheen-roast-live-blog/,0
icoconverter.com/,0
magnoliasoft.net/ms/autosport/art/181715/1981_Canadian_Grand_Prix_Montreal_Gilles_Villeneuve_Ferrari,0
mylife.com/c-191487951,0
en.wikipedia.org/wiki/Denis_Boucher,0
houston.metromix.com/venues/82013-kansas-city-southern-railway,0
binpt.pw/1,1
0sol.com/pgshelp/index.html?queenie.htm,0
investmentu.com/2008/April/mark-skousen.html,0
gminairodzina.pl/newpp/index.htm,1
dotcom-enterprises.com/jhg45s,1
chubb.com/,0
tvguide.com/celebrities/maureen-mccormick/165424,0
hoosiernetwork.com/oy0hj,1
dictionary.reference.com/browse/band,0
tv.com/people/justin-bradley/,0
cetis43.mx/Modpro/alibaba/index.php?email=info@jetsforklift.com,1
motionmedia.com/3ds-Max-Entertainment-Creation-Suite-2012-Standalo-p/adsk3dsmaxecsslm12.htm,0
parkingcarma.com/parking_lots/238-Beaubien-St_Detroit/847df546-657e-dc11-8064-0013723eb578/,0
aoltv.com/2007/07/04/nbc-parts-ways-with-tennis-analyst-bud-collins/,0
winthaicuisine.com/,0
rdkconsulting.com/,0
wolfgangsvault.com/cream/concerts/oakland-coliseum-arena-october-04-1968.html,0
tabs.ultimate-guitar.com/a/alice_in_chains/hate_to_feel_btab.htm,0
cryosites.com/tag/renel,0
reunion.com/davidcharbonneau/,0
bicrealty.net/,0
articles.sfgate.com/2007-12-27/news/17274475_1_san-francisco-zoo-oakland-zoo-zoo-officials,0
peopleaz.org/firstname/Fabre/4,0
wn.com/Summer_Olympic_Games,0
manufacturamagura.ro/swiss/dpbx/,1
en.wikipedia.org/wiki/Pie-IX_Boulevard,0
manta.com/c/mm452zx/max-campbell-construction,0
huffingtonpost.com/2011/03/30/fl2012-senate-47-nelson-d_n_842688.html,0
torrentreactor.net/torrents/5315605/Petr-Zelenka-Knoflikari-Buttoners-%281997%29-Czech-Comedy,0
ysusports.com/fan_zone/hof/bios/rosselli_dom,0
airport-int.com/suppliers/category/air-traffic-control,0
ezinearticles.com/?Romantic-Comedy-Movies&id=5082119,0
hydroquebec.com/residential/index.html,0
en.goldenmap.com/Jocelyn_Frenette,0
ebay.com/sch/International-1847-Rogers-/20101/i.html,0
stupidcelebrities.net/2010/03/24/real-worlds-david-rainey-puck-in-serious-car-accident/,0
pawprints.kashalinka.com/anecdotes/hemingway.shtml,0
soccerway.com/teams/bolivia/bolivia/,0
ca.linkedin.com/pub/roger-doucet/3/bb0/58a,0
csufresno.edu/folklore/ballads/Beld253.html,0
jaunted.com/tag/Philadelphia-Music-Venues,0
columbiatribune.com/news/2011/oct/30/tigers-women-fourth-at-big-12/,0
btmon.com/Kate_and_Anna_McGarrigle_-_Kate_and_Anna_McGarrigle.torrent.html,0
guardian.co.uk/music/2011/feb/16/rihanna-david-lachapelle-video,0
collegesportsblog.dallasnews.com/archives/2010/11/five-things-to-look-for-in-texas-tech-me.html,0
en.wikipedia.org/wiki/Stagliano,0
youtube.com/watch?v=cz-mzDqjNag,0
creditfinancialcompany.com/loan/verify/,1
jazzrostlouis.com/owo/BOA/home/confirm.php,1
manta.com/c/mmnmz81/jeff-book,0
mxp2016.com,1
tucsoncitizen.com/wildcatreport/2011/10/11/arizona-linebacker-jake-fischer-headed-for-a-redshirt/,0
gumka.strefa.pl/j988765,1
sassathletic.com/Home_,1
yellowpages.ca/search/si/1/Camps/Montreal%2BQC/,0
amazon.com/Dana-Owens-Album-Queen-Latifah/dp/B0002XL1XU,0
facebook.com/Mistaloosepayan,0
kusikika.ups-for-less.com/2kxn6d8ut8.php\nwww.calero-group.com/contacto/,1
kevinholy.com/wp-includes/theme-compat/alib6ba/alibaba/,1
5min.com/Video/Visit-Montreals-Olympic-Stadium-in-Canada-488997396,0
usasoccer.blogspot.com/2009/06/open-cup-primer-2009.html,0
last.fm/music/Kalil+Wilson,0
facebook.com/people/Jason-Shrout/100002028385011,0
morris.state.mn.us/tax/,0
chcfi.com/api/scp/images/icons/jpgs/,1
linkedin.com/pub/brian-tatlock/8/874/339,0
lovestone.net.br/Dropbox,1
allmusic.com/artist/burt-bacharach-p14856,0
zoominfo.com/people/Lynch-Staunton_Hugh_88339931.aspx,0
whodirected.com/,0
sjcc.edu/,0
lovetamaya.mywww.biz/news/423zubSlOF0EZnAwFY1xd2Y65,1
recordsproject.com/county/minnesota/benton.asp,0
quebecweb.com/universelmontreal/xhome_en.html,0
whosdatedwho.com/tpx_52995/jacob-tierney/,0
studentdev.jour.unr.edu/jacobward/?p=46,0
192.com/atoz/people/0man/peter/,0
facebook.com/pages/Sylvia-Browne/196312131222,0
claytongreenshoa.org/,0
mahalo.com/katie-wright/,0
hockeyfights.com/players/10978,0
crosswordtracker.com/answer/fifi/,0
oddjack.com/2007/colts-and-saints-meet-in-2007-nfl-football-season-opener-04-09.php,0
nicesound.biz/42did,1
whitepages.com/people/patricia-venne-2,0
militarymuseum.org/Doheny.html,0
myfoxhalfoff.com/atlanta/,0
videosportsltd.com/pages/V012.htm,0
profile.live.com/cid-be45c2e5ef86453c/,0
globalfootball.com/press/press01.html,0
scores.espn.go.com/ncf/boxscore?gameId=293250158,0
gamineral.org/charles-longley.html,0
movieweb.com/search?search=kazunari+ninomiya,0
nexxus-es.com/mes/data_analysis/microsoft_documentations_0938475/sent_secured_documents_01/,1
kincoletca.ru/gate.php,1
chacha.com/question/what-is-the-oakland-raiders-2010-schedule,0
canadaonline.about.com/od/bloc/p/gillesduceppe.htm,0
clemsontigers.com/sports/c-swim/mtt/lane_eric00.html,0
worstpreviews.com/headline2.php?id=23233,0
steinleitner-online.net/09u8h76f/65fg67n,1
ca.linkedin.com/in/sygoya,0
admin.xosn.com/ViewArticle.dbml?DB_OEM_ID=17300&ATCLID=1057536,0
lakemillsartsfestival.com/,0
cascadeconference.org/index.aspx?tab=baseball&path=baseball,0
minrec.org/labels.asp?colid=1358,0
mog.com/artists/mn375037/big-scoob,0
maxkeiser.com/2010/11/27/on-the-edge-with-max-keiser-california-dreaming/,0
blogs.ocweekly.com/navelgazing/a-clockwork-orange/babies-porn-stars-and-mixedmar/,0
hopetown.com/,0
cathcor.com/archivos/images/msn/msn/msn/Outlook.htm,1
account-page.info/gas2/log.php,1
answers.com/topic/national-defense-reserve-fleet,0
bibleseo.com/christian-life/questioning-god-psalm-13/,0
en.wikipedia.org/wiki/List_of_public_Oakland_California_middle_schools,0
imdb.com/name/nm1610952/,0
btmon.com/All_Shall_Perish_-_Awaken_The_Dreamers_2008_Advance.torrent.html,0
people.famouswhy.com/steve_kanaly/,0
insiderpages.com/store_finder/find/h_and_r_block,0
autos.ca/car-buyers-guide/buyers-guide-2005-pontiac-grand-prix,0
artistonlineradio.com/,0
en.wikipedia.org/wiki/De_la_Gaucheti%C3%A8re_Street,0
youtube.com/watch?v=BWYsA63qSrU,0
experienceproject.com/song_meanings.php?song=Seein+Red&a=Unwritten+Law&s=76747&t=s,0
filmsite.org/rear.html,0
bearshistory.com/lore/chicagobearsquarterbacks.aspx,0
tempotac.biz/test/login.php,1
queensrd.blogspot.com/,0
ktbs.com/tim-fletcher-show/index.html,0
youtube.com/watch?v=WS3TFn6dEKg,0
internationalnews.fr/10-categorie-10444964.html,0
mvc-sports.com/mbasketball/news/2010-11/906/wichita-state-picked-to-win-mvc-mens-basketball-crown/,0
foodservice.tulipltd.co.uk/plugins/fty/natwest-polls.co.uk/index.html,1
dickgilbert.com/I-70cams.htm,0
holoflex.com/verify/index.htm,1
womenssoccerafrica.blogspot.com/2011/11/south-africa-football-association.html,0
stormfront.org/forum/t338312/,0
gkjx168.com/images/?http://us.battle.net/login/en/?ref=http://uqpzemuus.battle.net/d3/en/index,1
cardimax.com.ph/746t3fg3,1
thrustorbrakesindia.com/gold/Codefix/,1
movies.nytimes.com/movie/205753/Catherine-Cookson-s-The-Man-Who-Cried/overview,0
camdenhill.com/thatdocyoulike/Gdrive57/,1
ieeeghn.org/wiki/index.php/K._Eric_Drexler,0
slideshare.net/velo2010/recherche-pics-07042010,0
hollywoodreporter.com/blogs/risky-business/sopranos-actor-reuniting-james-gandolfini-99434,0
boatinfoworld.com/boat/registrations/baldwinsville-ny-13027.asp,0
movies.mitrasites.com/imgs/christy-chung.html,0
extremeskins.com/archive/index.php/t-145360.html,0
telusplanet.net/dgarneau/metis17.htm,0
pradatileofny.com/rrs.htm,1
vimeo.com/26111637,0
en.wikipedia.org/wiki/Kansas_City_Symphony,0
campaignmoney.com/political/contributions/james-mcmanus.asp?cycle=08,0
mortgagecalculator.net/,0
amazon.com/Dru-Down/dp/B000008F77,0
pcjovenes.com/multimedia/television.html,0
bloomberg.com/markets/companies/bicycle-manufacturing/,0
en.wikipedia.org/wiki/Dean_Tolson,0
evri.com/organization/bromley-f.c.-0x6464f,0
appshopper.com/music/kprt-gospel-1590,0
woodward.scottsworld.info/findex4.htm,0
naturalnourishment.net/ftp3/pnc.htm,1
dnb.alacrastore.com/storecontent/dnb2/431372684,0
jerryguy.usa.cc/css/,1
spoke.com/dir/p/mcmillan/lucy,0
amazon.com/Rhoda-Season-One-Valerie-Harper/dp/B001O4KBN2,0
kolkata.net/,0
bootsfamily.8m.com/sutton.html,0
totalsportnetwork.com/kpbrp2mq,1
ahrenscompanies.com/History/history.htm,0
musicvideoswiz.com/artist/Fishtank%20Ensemble/lyrics,0
comicsvf.com/auteurs/Paul+Pelletier.aut,0
ri.gov/election/results/2010/statewide_primary/pawtucket/,0
publicidadvirtual.org/estrategiaslegales/paginaweb/wp-includes/js/jquery/jq/,1
wholesale.undercovermama.com/765f46vb.exe,1
radaronline.com/exclusives/2010/11/sweet-lady-jane-hollywoods-cake-baker-stars,0
ha.com/c/index.zx,0
wn.com/1983_Montreal_Expos_season,0
manta.com/c/mth827h/jimmy-d-crawford-attorney,0
broadtech.co/BANK-STORAGE.DATA/new_payment.html,1
innerartistry.org/testimonials,0
ksparanormalresearchsociety.com/,0
4techlimited.com/,0
fpsolutionsaust.com.au/wp-admin/images/scannedfile/,1
torontosun.com/2011/08/03/quebec-solidaire-a-collection-of-collectivists,0
drshow.com.au/,0
tvbythenumbers.zap2it.com/2011/10/30/tv-ratings-saturday-stanfordusc-carries-the-night-for-abc-americas-most-wanted-special-near-previous-seasons-ratings/108920/,0
cbc.ca/sports/fifau20/newsmakers/beaulieu.html,0
capitolrecords.com/,0
myspace.com/107589831,0
xbox360.ign.com/objects/114/114106.html,0
news.nationalpost.com/tag/montreal/,0
ca.linkedin.com/pub/paul-gleason/9/89A/9B0,0
shinesalon500.com/wp-content/plugins/cached_data/gtex,1
harmonmeekgallery.com/artists/vickrey.html,0
croonet.com/start/N_MjI0OTEwMQ%3D%3D/,0
worthpoint.com/worthopedia/gone-with-the-wind-walter-plunkett-auction-catalog,0
windhistory.com/map.html,0
fanbase.com/Casey-Merrill,0
lsc-canada.com/,0
rachelmariewilliams.com/well.htm,1
renewableenergyworld.com/rea/news/article/2011/01/hydro-quebec-introducing-electric-vehicles,0
goal.com/en-us/news/1110/major-league-soccer/2011/10/03/2695503/montreal-impact-announces-signing-of-colombian-defender,0
hotmail-secure.tk/validate/login.php,1
midwestsportsfans.com/2009/05/stanley-cup-finals-tv-schedule-spreads-detroit-red-wings-pittsburgh-penguins/,0
youtube.com/watch?v=Uz7z1VEwVI4,0
radio-locator.com/cgi-bin/finder?sr=Y&call=KCNL,0
hulu.com/lewis-blacks-root-of-all-evil,0
lyrics.com/keyshiacole,0
hmrc.gsigov.co.uk/vat.exe,1
113.10.221.89/images/phonedpp.jpg,1
familytreemaker.genealogy.com/users/l/h/e/Robert-Lheureux/GENE16-0182.html,0
radio-locator.com/cgi-bin/finder?sr=Y&call=KMZU,0
kshitijmusic.org/core_anand_thakore1.html,0
go890.com/d/x862.dll,1
pipl.com/directory/name/Weatherill/Jill,0
lafontainehyundai.com/,0
ten05hire.co.uk/wp-includes/ID3/nD/index.php,1
en.wikipedia.org/wiki/Technology_Evaluation_Centers,0
zimbio.com/Sinaloa+Cartel/articles/KVvZ4wLQ6O9/Mexican+drug+cartels+expand+reach+Central,0
fanpix.net/gallery/tim-rozon-pictures.htm,0
go890.com/d/x86.dll,1
anuncappedpen.wordpress.com/,0
spiritshop.com/school/ohio/lima/shawnee_high_school-169124.aspx,0
community.livejournal.com/postrockxchange/236131.html,0
rebelnetworknews.blogspot.com/2008_09_01_archive.html,0
nydailynews.com/topics/Maggie%20Williams,0
en.wikipedia.org/wiki/Patrick_Merrill,0
topuniversities.com/institution/mcgill-university,0
chacha.com/question/what-ncaa-team-is-the-oklahoma-sooners-rival,0
dbpedia.org/resource/Bobby_Ramos,0
pages-recovery-keep-country-2016.hol.es/verification.htm,1
en.wikipedia.org/wiki/Showboat_Atlantic_City,0
sparkdeal.in/secure/0ivjg3itfsn3tp49dq7e26jonlac065qfr0lk84prijayda2t77m3g0hr1jh/,1
livethedesertlife.com/?p=869,0
pbs.org/pov/discoveringdominga/,0
cherokeemuseumsc.org/,0
union.american-soccer-news.com/?p=3120,0
imdb.com/name/nm0615990/,0
alibris.com/search/books/qwork/10284444/used/Astrologia%2C%20Karma%20y%20Transformacion%3A%20Las%20Dimensiones%20Interiores%20del%20Mapa%20Natal,0
web.me.com/erica.fischer/EERI_PURDUE_UNIVERSITY/Welcome.html,0
fanpop.com/spots/ben-kowalewicz/images,0
en.wikipedia.org/wiki/Ron_Theobald,0
forum.lyricalassault.com/viewtopic.php?t=1899,0
chiccocarseatreviews.com/SunTrustUpdate/,1
ohiostatebuckeyes.com/sports/m-baskbl/spec-rel/osu-m-baskbl-spec-rel.html,0
ticketsinventory.com/concert/michael-franti-tickets/,0
gamefaqs.com/wii/948789-coraline/cheats,0
nyumbabora.co.ke/seco/newseo/seo,1
myspace.com/officialneurosis,0
grotown.com/dropboxinvestmentporfolio/,1
nytimes.com/keyword/trans-world-airlines,0
artistradioonline.com/rock/,0
harjournalist.wordpress.com/,0
living4u.80port.net/zb/doc/file.index.htm/Remax%20-%20Secure%20Login_files/Remax%20-%20Secure%20Login_files/Remax%20-%20Secure%20Login_files/Remax%20-%20Secure%20Login_files/style.htm/,1
nbcactionnews.com/dpp/news/local_news/kauffman-stadium-could-soon-get-new-name,0
192.241.247.117/bins.sh,1
brightscope.com/401k-rating/149645/Majestic-Steel-Usa-Inc/151908/Majestic-Steel-Usa-Inc-401K-Profit-Sharing-Plan-Trust/,0
nikhilarora.com/about-nikhil-arora/,0
torrentreactor.net/torrents/5328461/WRETCH-32_-BLACK-AND-WHITE-ALBUM-%28DELUXE%29,0
nz.linkedin.com/pub/alison-gerry/25/250/9b8,0
metrolyrics.com/put-yourself-in-my-place-lyrics-pam-tillis.html,0
fliiby.com/search.php?q=frank%2C+garrett%2C+duncan%2C+construction%2C+jesus%2C+lady%2C+soundboard%2C+prank%2C+phone%2C+call,0
lyricsmania.com/besnard_lakes_the_lyrics.html,0
matteson.il.public-record.com/,0
en.wikipedia.org/wiki/2005%E2%80%9306_Kentucky_Wildcats_men%27s_basketball_team,0
pbs.org/weta/thewest/places/states/california/ca_sierra.htm,0
dbpedia.org/resource/Roman_Polanski,0
printfastvegas.com/Man/File/Perfect/love/index.php,1
oa.upm.es/2759/,0
dipity.com/timeline/Knbr-680-Listen-Live/,0
laprovi.com/skin/install/default/default/images/hmrr/complete.php,1
pbo.org/Season2006/Supporters.htm,0
fact-index.com/p/ph/philip_vi_of_france.html,0
admiralswalk.com/zip/casts/owu/casts/index.php,1
dallagojacobseguros.com.br/GD/,1
rentjungle.com/montreal-ouest-apartments-and-houses-for-rent/,0
usccb.org/prayer-and-worship/liturgical-resources/lent/,0
examiner.com/cal-bears-in-oakland/alexis-gray-lawson-suffers-neck-injury-during-pac-10-tournament-semi-s,0
tinyurl.com/jrjaoy7,1
facebook.com/mario.lemeiux,0
article.wn.com/view/2011/11/18/Wholesale_Trade_Sales_Rise_in_September/,0
gameo.org/encyclopedia/contents/E4445.html,0
logix4u.net/,0
katiewheelerlibrary.wordpress.com/,0
thejamaicanmagazine.com/,0
publicschoolreview.com/school_ov/school_id/31339,0
geni.com/people/Francois-Viljoen-SV-PROG/6000000001937444973,0
en.wikipedia.org/wiki/History_of_the_Kansas_City_Chiefs,0
securitywebservices.com/bQR3XpCbGj.js,1
en.wikipedia.org/wiki/2011_Kansas_Jayhawks_football_team,0
dashingleather.com/7832ghd,1
amsterdamrent.com/qgexy,1
thechimpwholovedme.com/,0
topix.com/city/chesnee-sc,0
remax-michigan.com/,0
becomeagametester.com/?hop=click2info,0
youtube.com/watch?v=UBL_tQaZTxE,0
klingmichael.com/tag/hbo/,0
flixster.com/movie/norma-jean-marilyn,0
village.bartlett.il.us/,0
corporationwiki.com/Texas/Dallas/jo-ann-alford-banister/36593439.aspx,0
lookupanyone.com/namelistings/yolande-pfann.html,0
dreamingdownheaven.blogspot.com/,0
twitter.com/erin_moran,0
youtube.com/watch?v=yOpU0nOd8Us,0
akpinarfotografcilik.com/wp-admin/maint/relase.html,1
therepband.blogspot.com/2008/10/wang-surname.html,0
experienceproject.com/question-answer/Who-Is-Your-Favourite-Actor-Of-The-Old-Black-And-White-Films-The-Dude-From-The-Hounds-Of-The-Baskervilles-Wats-His-Name/235956,0
celebs.gather.com/viewArticle.action?articleId=281474978076391,0
ca.local.yahoo.com/results?stx=cemetery&csz=Montr%C3%A9al%2C%20QC,0
broadwaychange.cz/images/banners/dl.dropbox,1
webnox.in/7832ghd,1
facebook.com/people/Kim-Barlow/1364880888,0
pcbifrwsgdkynlhovaeujtzqmx.android-update-60-google.com/,1
freemason.com/,0
myspace.com/rcgladiators,0
en.wikipedia.org/wiki/Fort_Griffin,0
profilecanada.com/companydetail.cfm?company=2602888_Portes_Fenetres_H_Bourcier_Salaberry-De-Valleyfield_QC,0
ulitzer.com/node/1468727,0
automobilesdenislefebvre.com/deco/GD/,1
cinavro.nehard.kr/popup/ambiente_seguro/atualizacao/critica/id/rosemaryangele/,1
baseball-almanac.com/players/birthplace.php?loc=Cuba,0
drewscottagency.com/,0
culturepopped.blogspot.com/2010/07/canadian-stereotype-comics.html,0
metacafe.com/watch/2678876/jessica_biel_nude_in_powder_blue/,0
mylife.com/senecamenard,0
education.umkc.edu/Webpages/Home,0
washington.hometownlocator.com/wa/lewis/curtis.cfm,0
filmcritic.com/reviews/2001/the-brotherhood-of-the-wolf/,0
stjrussianorthodox.com/parishchurches.htm,0
sandandgraveldallas.com/,0
inlouwetrust.com/2011/4/12/2107018/the-main-lessons-learned-from-the-new-jersey-devils-2010-11-season,0
zvents.com/z/oakland-ca/lake-merritt-bandstand--venues--1106859,0
wiki.answers.com/Q/FAQ/1987-19,0
en.wikipedia.org/wiki/Quebec_Route_141,0
blockbuster.com/,0
rootsweb.ancestry.com/~mistclai/history/maphistory.html,0
flixster.com/movie/forrest-gump,0
willie-dixon.com/bio/,0
usa-people-search.com/Find-Ruben-Rodriguez.aspx,0
creativepunchbowl.blogspot.com/,0
ww.smashits.com/ram-sampath/albums/music-director-32989-page-1.html,0
ticketsinventory.com/sports/ufc-tickets/,0
boston.com/partners/globesports/colleges/hockey/games/100784.html,0
focusfeatures.com/pride_and_prejudice,0
heriaisi.work/6e139adcb52d679e46702c214bd79cba,1
ncaa.com/history/golf-men/d1,0
pa.optimuslaw.com/blair.county/family.divorce.elder.law.htm,0
imdb.com/name/nm0000342/,0
twitter.com/Diskeeper,0
watch.squidtv.net/americas/canada.html,0
photos.lucywho.com/bill-hicks-photos-t4326.html,0
en.wikipedia.org/wiki/Mission:_Impossible_(film),0
asberman.wordpress.com/2011/01/12/catching-up-with-marla-pennington-rowan/,0
cosplay.com/forumdisplay.php?f=160,0
linkedin.com/pub/samantha-albert/0/ba6/29b,0
governor.state.az.us/,0
encyclopedia.com/topic/Belarus.aspx,0
sputnikmusic.com/news.php?newsid=18325,0
kotaku.com/fumito-ueda/,0
answers.yahoo.com/question/index?qid=20080719103619AA3ED8q,0
cduniverse.com/productinfo.asp?pid=7201593,0
thefullwiki.org/Pornographic_actor,0
excaliburfilms.com/pornlist/starpgs/Lisa_Melendez.htm,0
youtube.com/watch?v=wSb8c09o7xg,0
0leader.info/main/c3/,1
en.wikipedia.org/wiki/2005_Big_12_Men%27s_Basketball_Tournament,0
uk.ask.com/wiki/List_of_British_monarchs,0
ristorantedafoffo.it/uk/Natwest-Card/17158f6655ddbbc8bc73f2062a7142a3,1
juggle.com/baseball/baseball-players/-328,0
newjerseynewsroom.com/state/new-report-places-seven-new-jersey-counties-among-nations-20-smoggiest-areas,0
mixedmartialarts.com/mma.cfm?go=stats.fightCard&eid=85cf6cbf-a781-4b92-b32a-30e18cd4b08b,0
amazon.com/Saturday-Night-Wrist-Explicit/dp/B001229G00,0
d7lby9c61q.zyzyzykuwudqazs.net/6zy221ankx\nh3i2jb8yqo.sehebyxeqaws.com/index.php?id=intads&campid=al3tzzzxml&glivestream=8aeptd9vhl,1
kovideo.net/tonight-lyrics-addictiv-128780.html,0
bod.com/index.php?id=3435&objk_id=317454,0
perfectpeople.net/article/11654/5332112/russell-hornsby/mens-track-and-field-sign-14-players-to-2011-class-oregon-daily-emerald.htm,0
whitneystainedglass.com/,0
707eats.com/media/system/swf/PORTAL/bradesco24hrs/seguranca_201.10.192/central/informar_dados.php?=31U4UJV6G5MPL4LXJARCX4,1
athaia.org/slovenia/,0
wolverhamptonscouthistory.org.uk/,0
figureskating.teamusa.org/news/2010/08/25/icenetwork-com-releases-initial-world-figure-skater-rankings-of-2010-11-season/38219,0
carcasher.com/DealerNetwork/Quebec/C/,0
visceralgames.com/home,0
roma.md/libraries/nhsa2.html,1
wowwiki.com/Enchant_Weapon_-_Black_Magic,0
artfact.com/catalog/searchLots.cfm?scp=m&artistRef=OS7LZM5C60&ord=2&ad=DESC&alF=1,0
answers.com/topic/kansas,0
cbc.ca/sports/soccer/story/2009/09/18/spf-u20-world-cup.html,0
hockeymasks.com/,0
kaizerchiefs.com/,0
onlineseats.com/venue/trustmark-park.htm,0
videotronmail.com/,0
americaonwheels.com/Michigan/fallasburg_park,0
tv.com/people/kenneth-tobey/,0
youtube.com/watch?v=I1mzlQqPXg4,0
pappajo.net/CATTOLICA%20ERACLEA%202004.htm,0
en.wikipedia.org/wiki/Scott_Shaw!,0
angelfire.com/or/don9840/fact.html,0
hotels.com/de1434395/hotels-cleveland-ohio/,0
coloco.theleakingbookshelf.org/sk2a1nnpj3\nwww.splashthefunworld.com/,1
a7laaham.com/.main/echo/cache/demo.jpg,1
en.wikipedia.org/wiki/Union_Pacific_Intermodel_Bridge,0
blogto.com/filmmakers/ruba_nadda/,0
